"subjectID","scanner","order","block","run","trial","onsettime","ImageLeft","ImageRight","bidIndexLeft","bidIndexRight","IsleftGo","Response","PairType","Outcome","RT","bidLeft","bidRight","X.ixationTime","session","label","PairType2"
"MRI_faces_102",1,2,1,1,19,97.01409,"2089.jpg","1216.jpg",15,16,0,"y",1,1,1087.16,0.68,0.68,98.61135,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,20,110.0142,"2015.jpg","2248.jpg",14,13,1,"y",1,0,1115.02,0.7,0.72,111.631,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,21,114.0144,"1035.jpg","2015.jpg",7,14,0,"b",1,0,1471.91,0.79,0.7,115.9809,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,22,117.0143,"1127.jpg","2045.jpg",51,50,1,"y",2,0,786.99,0.24,0.24,118.2979,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,23,122.0151,"1019.jpg","1060.jpg",43,52,1,"y",2,0,832.13,0.35,0.24,123.3488,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,24,125.0156,"2153.jpg","1262.jpg",12,11,0,"b",1,0,815.62,0.72,0.73,126.3327,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,25,129.0164,"1150.jpg","1027.jpg",53,48,0,"y",2,1,770.84,0.22,0.28,130.2833,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,26,135.0174,"2010.jpg","1035.jpg",8,7,1,"b",1,1,1090.86,0.77,0.79,136.6147,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,27,138.0178,"1052.jpg","1192.jpg",49,47,1,"b",2,1,1187.47,0.28,0.29,139.7018,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,28,142.0187,"1262.jpg","2212.jpg",11,10,1,"y",1,0,775.59,0.73,0.75,143.2981,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,29,147.0194,"1013.jpg","1127.jpg",45,51,0,"y",2,1,1047.79,0.29,0.24,148.5699,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,30,151.0202,"2149.jpg","2045.jpg",46,50,1,"y",2,0,934.03,0.29,0.24,152.4539,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,31,163.0222,"1191.jpg","1262.jpg",18,11,0,"y",1,1,1066,0.66,0.73,164.5893,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,32,169.0233,"1052.jpg","1130.jpg",49,44,1,"y",2,0,1015.92,0.28,0.35,170.5403,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,33,172.0239,"2089.jpg","2181.jpg",15,9,0,"b",1,0,1291.36,0.68,0.76,173.8151,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,34,176.0245,"2149.jpg","1130.jpg",46,44,1,"y",2,0,925.71,0.29,0.35,177.4486,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,35,179.0151,"1246.jpg","2118.jpg",55,5,0,"y",4,1,914.12,0.21,0.85,180.4319,1,"First Session","Sanity"
"MRI_faces_102",1,2,1,1,36,182.0255,"1150.jpg","1052.jpg",53,49,0,"y",2,1,1037.74,0.22,0.28,183.5593,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,1,37,185.0151,"1031.jpg","2089.jpg",17,15,1,"y",1,0,1214.12,0.67,0.68,186.732,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,1,38,188.0266,"1013.jpg","2149.jpg",45,46,0,"y",2,1,853.7,0.29,0.29,189.3769,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,1,2.014913,"2212.jpg","1216.jpg",10,16,0,"y",1,1,974.58,0.75,0.68,3.490558,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,2,6.022732,"1127.jpg","1150.jpg",51,53,1,"b",2,1,1173.77,0.24,0.22,7.689524,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,3,9.016166,"2181.jpg","1035.jpg",9,7,1,"b",1,1,789.34,0.76,0.79,10.30623,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,4,14.02284,"1019.jpg","1130.jpg",43,44,1,"y",2,0,926.65,0.35,0.35,15.43965,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,5,17.01755,"1027.jpg","2045.jpg",48,50,1,"y",2,0,875.93,0.28,0.24,18.38978,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,6,20.01797,"2153.jpg","2010.jpg",12,8,0,"b",1,0,697.53,0.72,0.77,21.20641,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,7,34.02315,"1192.jpg","1173.jpg",47,54,0,"y",2,1,876.36,0.29,0.21,35.39003,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,8,38.02321,"1216.jpg","1191.jpg",16,18,1,"b",1,1,1040.3,0.68,0.66,39.55669,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,9,42.02324,"2118.jpg","2110.jpg",5,56,1,"b",4,1,1083.24,0.85,0.16,43.59015,1,"First Session","Sanity"
"MRI_faces_102",1,2,1,2,10,45.00666,"2149.jpg","1060.jpg",46,52,1,"y",2,0,930.83,0.29,0.24,46.44018,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,11,48.00667,"1114.jpg","2110.jpg",6,56,1,"b",4,1,814.84,0.82,0.16,49.32356,1,"First Session","Sanity"
"MRI_faces_102",1,2,1,2,12,53.00723,"1027.jpg","1060.jpg",48,52,1,"b",2,1,1375.3,0.28,0.24,54.89102,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,13,56.00954,"2045.jpg","1052.jpg",50,49,0,"y",2,1,906.97,0.24,0.28,57.42484,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,14,66.00956,"1060.jpg","1127.jpg",52,51,0,"y",2,1,993.93,0.24,0.24,67.5099,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,15,72.01052,"2015.jpg","1191.jpg",14,18,1,"b",1,1,850.96,0.7,0.66,73.36095,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,16,75.01109,"1060.jpg","1052.jpg",52,49,0,"b",2,0,1256.44,0.24,0.28,76.77395,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,17,79.01173,"2010.jpg","1191.jpg",8,18,1,"b",1,1,791.77,0.77,0.66,80.31214,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,18,84.01273,"1035.jpg","1031.jpg",7,17,0,"b",1,0,751.74,0.79,0.67,85.26299,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,19,91.01389,"1150.jpg","2149.jpg",53,46,0,"y",2,1,786.6,0.22,0.29,92.30761,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,20,96.01477,"2010.jpg","2212.jpg",8,10,1,"b",1,1,959.71,0.77,0.75,97.47419,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,21,99.01523,"1216.jpg","1035.jpg",16,7,1,"y",1,0,1181.26,0.68,0.79,100.699,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,22,105.0163,"1150.jpg","1019.jpg",53,43,0,"b",2,0,1091.17,0.22,0.35,106.6077,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,23,109.017,"1031.jpg","2153.jpg",17,12,1,"y",1,0,863.48,0.67,0.72,110.3744,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,24,121.019,"1191.jpg","1031.jpg",18,17,0,"y",1,1,1110.44,0.66,0.67,122.6246,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,25,124.0197,"2248.jpg","1216.jpg",13,16,0,"y",1,1,1338.78,0.72,0.68,125.858,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,26,127.0078,"2089.jpg","1262.jpg",15,11,0,"b",1,0,1079.68,0.68,0.73,128.5912,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,27,131.0078,"2248.jpg","1262.jpg",13,11,0,"b",1,0,1039.64,0.72,0.73,132.558,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,28,137.0079,"2010.jpg","2248.jpg",8,13,1,"y",1,0,1147.53,0.77,0.72,138.6581,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,29,140.0079,"1013.jpg","1173.jpg",45,54,0,"b",2,0,1104.56,0.29,0.21,141.6248,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,30,149.0081,"1173.jpg","1150.jpg",54,53,1,"y",2,0,1022.41,0.21,0.22,150.5416,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,31,153.0082,"2015.jpg","2089.jpg",14,15,1,"y",1,0,1061.26,0.7,0.68,154.575,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,32,157.0087,"1060.jpg","1173.jpg",52,54,0,"b",2,0,1080.78,0.24,0.21,158.5924,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,33,160.0108,"2248.jpg","1031.jpg",13,17,0,"b",1,0,1369.66,0.72,0.67,161.8764,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,34,163.0097,"1127.jpg","1192.jpg",51,47,1,"b",2,1,1043.75,0.24,0.29,164.5601,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,35,173.0114,"1013.jpg","1052.jpg",45,49,0,"b",2,0,1251.05,0.29,0.28,174.7619,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,36,177.0122,"2045.jpg","1173.jpg",50,54,0,"y",2,1,896.3,0.24,0.21,178.4126,1,"First Session","Low_Value"
"MRI_faces_102",1,2,1,2,37,185.0135,"2181.jpg","1191.jpg",9,18,1,"b",1,1,806.95,0.76,0.66,186.3255,1,"First Session","High_Value"
"MRI_faces_102",1,2,1,2,38,188.0153,"1130.jpg","1027.jpg",44,48,0,"b",2,0,1120.15,0.35,0.28,189.6313,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,1,2.021594,"1013.jpg","1019.jpg",45,43,0,"b",2,0,1091.32,0.29,0.35,3.606092,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,2,6.021592,"2153.jpg","1216.jpg",12,16,0,"b",1,0,896.31,0.72,0.68,7.415449,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,3,9.015618,"2153.jpg","2010.jpg",12,8,0,"b",1,0,655.29,0.72,0.77,10.17195,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,4,14.02176,"1013.jpg","2149.jpg",45,46,0,"b",2,0,1176.13,0.29,0.29,15.68853,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,5,17.0171,"2248.jpg","1031.jpg",13,17,0,"b",1,0,997.79,0.72,0.67,18.51746,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,6,20.02186,"1031.jpg","2153.jpg",17,12,1,"y",1,0,1019.03,0.67,0.72,21.53862,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,7,34.02199,"2015.jpg","1035.jpg",14,7,1,"y",1,0,1178.94,0.7,0.79,35.68905,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,8,38.02213,"2149.jpg","1060.jpg",46,52,1,"y",2,0,801.78,0.29,0.24,39.32219,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,9,42.02217,"2212.jpg","2015.jpg",10,14,0,"y",1,1,1101.74,0.75,0.7,43.62182,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,10,45.00562,"1052.jpg","1060.jpg",49,52,1,"b",2,1,1030.27,0.28,0.24,46.53899,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,11,48.00802,"2149.jpg","1150.jpg",46,53,1,"y",2,0,780.89,0.29,0.22,49.28948,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,12,53.00671,"1052.jpg","1013.jpg",49,45,1,"x",2,NA,999000,0.28,0.29,55.00725,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,13,56.02242,"1127.jpg","1192.jpg",51,47,1,"b",2,1,898.49,0.24,0.29,57.40772,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,14,66.00899,"1262.jpg","1035.jpg",11,7,1,"y",1,0,815.91,0.73,0.79,67.32599,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,15,72.01012,"2089.jpg","2010.jpg",15,8,0,"b",1,0,715.76,0.68,0.77,73.22709,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,16,75.01054,"1114.jpg","1246.jpg",6,55,1,"y",4,0,940.37,0.82,0.21,76.46092,1,"First Session","Sanity"
"MRI_faces_102",1,2,2,1,17,79.01122,"1262.jpg","2212.jpg",11,10,1,"y",1,0,690.69,0.73,0.75,80.20612,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,18,84.02272,"2181.jpg","1035.jpg",9,7,1,"b",1,1,659.19,0.76,0.79,85.17916,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,19,91.01333,"1192.jpg","2149.jpg",47,46,0,"y",2,1,678.58,0.29,0.29,92.19701,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,20,96.01418,"2045.jpg","1052.jpg",50,49,0,"y",2,1,863.72,0.24,0.28,97.38121,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,21,99.01473,"2212.jpg","1216.jpg",10,16,0,"y",1,1,1034.18,0.75,0.68,100.5484,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,22,105.0159,"1191.jpg","2015.jpg",18,14,0,"y",1,1,834.04,0.66,0.7,106.3495,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,23,109.0165,"1191.jpg","1031.jpg",18,17,0,"b",1,0,1004.35,0.66,0.67,110.5233,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,24,121.0186,"1130.jpg","2149.jpg",44,46,0,"b",2,0,834.35,0.35,0.29,122.3523,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,25,124.0233,"1031.jpg","2212.jpg",17,10,1,"y",1,0,942.61,0.67,0.75,125.4568,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,26,127.0197,"1130.jpg","1019.jpg",44,43,0,"b",2,0,887.2,0.35,0.35,128.4068,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,27,131.0203,"1130.jpg","1027.jpg",44,48,0,"b",2,0,895.58,0.35,0.28,132.4068,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,28,137.0069,"1173.jpg","2045.jpg",54,50,1,"b",2,1,749.08,0.21,0.24,138.257,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,29,140.0073,"2248.jpg","1216.jpg",13,16,0,"b",1,0,630.64,0.72,0.68,141.1403,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,30,149.007,"1192.jpg","1173.jpg",47,54,0,"b",2,0,811.92,0.29,0.21,150.3239,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,31,153.0075,"2118.jpg","2110.jpg",5,56,1,"b",4,1,945.4,0.85,0.16,154.4581,1,"First Session","Sanity"
"MRI_faces_102",1,2,2,1,32,157.0082,"1262.jpg","2089.jpg",11,15,1,"y",1,0,941.71,0.73,0.68,158.4586,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,33,160.0089,"2015.jpg","2248.jpg",14,13,1,"y",1,0,1005.04,0.7,0.72,161.5239,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,34,163.0094,"2181.jpg","2248.jpg",9,13,1,"b",1,1,860.59,0.76,0.72,164.3763,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,1,35,173.0109,"2045.jpg","2149.jpg",50,46,0,"b",2,0,1112.99,0.24,0.29,174.6281,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,36,177.0117,"1127.jpg","1130.jpg",51,44,1,"y",2,0,707.17,0.24,0.35,178.2242,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,37,185.013,"1150.jpg","1027.jpg",53,48,0,"b",2,0,930.91,0.22,0.28,186.4468,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,1,38,188.0153,"1173.jpg","1130.jpg",54,44,1,"y",2,0,777.57,0.21,0.35,189.2973,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,1,2.013737,"2248.jpg","1262.jpg",13,11,0,"b",1,0,753.78,0.72,0.73,3.264996,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,2,6.01434,"1013.jpg","1173.jpg",45,54,0,"y",2,1,808.13,0.29,0.21,7.326747,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,3,9.014846,"1052.jpg","1130.jpg",49,44,1,"y",2,0,1027.66,0.28,0.35,10.54865,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,4,14.01574,"1035.jpg","2010.jpg",7,8,0,"b",1,0,704.74,0.79,0.77,15.21617,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,5,17.01626,"2089.jpg","2015.jpg",15,14,0,"y",1,1,715.22,0.68,0.7,18.23331,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,6,20.01678,"1127.jpg","2045.jpg",51,50,1,"b",2,1,1053.71,0.24,0.24,21.56719,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,7,34.01929,"1052.jpg","1192.jpg",49,47,1,"b",2,1,1035.2,0.28,0.29,35.55304,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,8,38.01994,"1027.jpg","2045.jpg",48,50,1,"b",2,1,1014.55,0.28,0.24,39.52723,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,9,42.02076,"1013.jpg","1127.jpg",45,51,0,"y",2,1,1165.74,0.29,0.24,43.67729,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,10,45.01056,"2010.jpg","1191.jpg",8,18,1,"b",1,1,737.93,0.77,0.66,46.25494,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,11,48.01066,"1191.jpg","1262.jpg",18,11,0,"b",1,0,1127.83,0.66,0.73,49.6441,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,12,53.01077,"2118.jpg","1246.jpg",5,55,1,"b",4,1,794.72,0.85,0.21,54.31078,1,"First Session","Sanity"
"MRI_faces_102",1,2,2,2,13,56.01072,"1127.jpg","1150.jpg",51,53,1,"b",2,1,918.75,0.24,0.22,57.44014,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,14,66.01085,"1031.jpg","1035.jpg",17,7,1,"y",1,0,1053.64,0.67,0.79,67.57528,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,15,72.011,"1013.jpg","1027.jpg",45,48,0,"b",2,0,1217.49,0.29,0.28,73.72777,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,16,75.01095,"1150.jpg","1052.jpg",53,49,0,"y",2,1,964.53,0.22,0.28,76.47785,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,17,79.01103,"2181.jpg","1191.jpg",9,18,1,"b",1,1,674.45,0.76,0.66,80.19453,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,18,84.01145,"2089.jpg","2181.jpg",15,9,0,"y",1,1,723.03,0.68,0.76,85.22812,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,19,91.01264,"2248.jpg","2010.jpg",13,8,0,"y",1,1,1094.85,0.72,0.77,92.61294,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,20,96.01343,"1027.jpg","1060.jpg",48,52,1,"b",2,1,1211.06,0.28,0.24,97.73056,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,21,99.01404,"2212.jpg","2010.jpg",10,8,0,"y",1,1,976.47,0.75,0.77,100.4978,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,22,105.0151,"1216.jpg","1035.jpg",16,7,1,"y",1,0,1121.42,0.68,0.79,106.6321,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,23,109.0158,"1150.jpg","1019.jpg",53,43,0,"b",2,0,1038.72,0.22,0.35,110.5494,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,24,121.0178,"1060.jpg","1019.jpg",52,43,0,"y",2,1,898.7,0.24,0.35,122.4182,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,25,124.0184,"1262.jpg","2153.jpg",11,12,1,"y",1,0,797.05,0.73,0.72,125.3118,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,26,127.0189,"1216.jpg","1191.jpg",16,18,1,"b",1,1,768.64,0.68,0.66,128.2859,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,27,131.0195,"2089.jpg","1216.jpg",15,16,0,"b",1,0,816.98,0.68,0.68,132.3366,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,28,137.0206,"1150.jpg","1173.jpg",53,54,0,"b",2,0,821.94,0.22,0.21,138.3376,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,29,140.0212,"1127.jpg","1060.jpg",51,52,1,"b",2,1,929.29,0.24,0.24,141.4454,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,30,149.012,"1192.jpg","1027.jpg",47,48,0,"y",2,1,923.48,0.29,0.28,150.4455,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,31,153.012,"2153.jpg","2015.jpg",12,14,0,"b",1,0,1216.42,0.72,0.7,154.7288,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,32,157.0122,"1173.jpg","1060.jpg",54,52,1,"y",2,0,806.32,0.21,0.24,158.3244,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,33,160.0137,"1019.jpg","1192.jpg",43,47,1,"y",2,0,904.82,0.35,0.29,161.425,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,34,163.0123,"2110.jpg","1114.jpg",56,6,0,"y",4,1,1054.23,0.16,0.82,164.5755,1,"First Session","Sanity"
"MRI_faces_102",1,2,2,2,35,173.0123,"1031.jpg","2089.jpg",17,15,1,"y",1,0,878.2,0.67,0.68,174.3958,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,36,177.0123,"2045.jpg","1019.jpg",50,43,0,"y",2,1,932.15,0.24,0.35,178.4459,1,"First Session","Low_Value"
"MRI_faces_102",1,2,2,2,37,185.0125,"2181.jpg","2153.jpg",9,12,1,"b",1,1,1280.97,0.76,0.72,186.7961,1,"First Session","High_Value"
"MRI_faces_102",1,2,2,2,38,188.0146,"2181.jpg","2212.jpg",9,10,1,"b",1,1,601.9,0.76,0.75,189.1131,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,1,2.027722,"2058.jpg","2063.jpg",18,8,0,"y",1,1,713.17,0.66,0.8,3.231193,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,2,6.028478,"1145.jpg","2058.jpg",11,18,1,"y",1,0,874.41,0.75,0.66,7.396738,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,3,9.028971,"1210.jpg","2181.jpg",47,46,0,"b",2,0,966.94,0.28,0.3,10.47982,1,"First Session","Low_Value"
"MRI_faces_104",1,2,1,1,4,14.01335,"1130.jpg","1145.jpg",13,11,0,"y",1,1,991.55,0.74,0.75,15.51359,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,5,17.01371,"1210.jpg","2053.jpg",47,54,0,"b",2,0,906.19,0.28,0.19,18.43072,1,"First Session","Low_Value"
"MRI_faces_104",1,2,1,1,6,20.01685,"1202.jpg","1145.jpg",15,11,0,"b",1,0,675.08,0.69,0.75,21.19797,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,7,34.01676,"1019.jpg","1246.jpg",12,9,0,"y",1,1,839.16,0.75,0.8,35.36715,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,8,38.01743,"2053.jpg","2041.jpg",54,53,1,"b",2,1,546.49,0.19,0.2,39.06771,1,"First Session","Low_Value"
"MRI_faces_104",1,2,1,1,9,42.0181,"1019.jpg","2063.jpg",12,8,0,"y",1,1,421.81,0.75,0.8,42.94728,1,"First Session","High_Value"
"MRI_faces_104",1,2,1,1,10,45.01872,"2125.jpg","1017.jpg",51,44,1,"b",2,1,496.19,0.22,0.37,46.01891,1,"First Session","Low_Value"
"MRI_faces_104",1,2,1,1,11,48.01912,"1210.jpg","1226.jpg",47,49,0,"y",2,1,500.81,0.28,0.24,49.01941,1,"First Session","Low_Value"
"MRI_faces_104",1,2,1,1,12,53.02007,"2181.jpg","2155.jpg",46,52,1,"y",2,0,605.81,0.3,0.21,54.13066,1,"First Session","Low_Value"
